,page,id,text,like,love,care,haha,wow,sad,angry
2603,100044175532205,2307298202881269,"昨晚的亞洲電影大獎大家有看嗎
謝謝 Hāusenn
讓我們的盈萱可以✨美美✨的站上舞台 #仙氣 頒獎
by小幫手",1329,113,0,3,2,0,0
2604,100044175532205,2305427896401633,"一種進攻好萊塢的氣勢！！！
恭喜邱澤！！👏🏻🎉🤘🏻
#大阪亞洲電影節亞洲之星
#中英日語致詞太強",2004,81,0,2,10,0,0
2605,100044175532205,2302788833332206,"庭菡導演看到這花絮會不會覺得我們沒認真工作都在鬧⋯
#掌鏡蚊子哥 #她是藍葦華經紀人
#在鬧的是她👈🏻👈🏻👈🏻
#等著幫我補妝的同仁辛苦了😅
#公共電視魂囚西門 #喜翔哥沈金城超帥
藍葦華",663,29,1,96,0,0,0
2606,100044175532205,2302169783394111,"有一群女人開始要用自己的方式創造屬於自己的規則～
《女俠》平台的建立，讓我充滿喜悅和期待❤
#一起衝線 #海裕芬 #張家慧
#女性三鐵故事",394,18,0,0,0,0,0
2607,100044175532205,2301530506791372,"🤣🤣🤣🤣
#小編這種玩法不消音真的沒關係嗎🤣",1223,171,0,497,9,0,0
2608,100044175532205,2300890780188678,"天氣冷了有些家庭需要你們的溫暖🌞
介惠基金會「偏鄉媽媽守護計畫」，透過就業發展、招募訓練，幫助偏鄉媽媽穩定家庭經濟、照顧家人，未來不只擁有改善家庭的能力，也可以使偏鄉失能老人及身障者得到持續性的專業照顧。

最後，如果支持這樣的理念，你可以...
一起助攻偏鄉媽媽向前衝
♥️https://goo.gl/APdhGU

每月捐款300元，和介惠基金會一起支持
「偏鄉媽媽守護計畫」穩定就業，讓她們堅定的展現強大媽媽力，守護孩子、家人和鄉里老弱。
#介惠社會福利慈善基金會",406,27,0,0,0,0,0
2609,100044175532205,2296937787250644,"這個不分享實在從任何角度來說都對不起自己～～
#我們與惡的距離",1804,62,0,1,5,0,0
2610,100044175532205,2296329327311490,"跟嚴藝文認識從大學至今，卻幾乎沒有正式的合作過（事實上我也不敢），某次聚會過後，我們在路邊聊了許久，關於演員的身分，壓力，和選擇，我們都想跳脫在產業裡的無限循環，而她說她想做點不一樣的事情～那次的談話沒多久後我收到她的訊息，是以製作人、編劇、導演的身分來找我，而且帶著劇本。
演員出身的她太了解演員的需求，但第一次要以新身分完成編制不小的戲，她的壓力和負擔可想而知，看著她從一開始召集團隊直到拍攝完成，我沒有一天不感謝能夠參與這個製作。
這是一個很棒的劇組，幕前幕後所有的人都全心朝向把作品做到最好的目標前進。也因為嚴藝文的好人脈，登高一呼幾乎一半以上的劇場圈朋友，影視前輩都友情加入，而我因此能跟隨這群前輩老夥伴還有新朋友，一起放鬆的玩戲，玩節奏，玩各種可能性，每天每天都像回到大學上表演課一樣的開心。
謝謝透過藝文認識細膩的長綸導演，能夠被完美主義的他肯定的那一刻是非常有成就感的。而兩位導演雙劍合壁的搭檔，更是給了我遼闊的詮釋方向。
謝謝華視，謝謝江鵝（我也是妳的粉絲），謝謝《俗女養成記》的所有前輩們演員們劇場同伴們，能夠跟你們一起對戲，跟你們出現同一個作品裡是我莫大的榮幸。
#華視俗女養成記
#不開玩笑每集都有大咖彩蛋
#北藝大跨20屆演出 #我每集都跪著演",1720,107,0,15,4,0,0
2611,100044175532205,2294737507470672,"魂囚西門小件事：
1、跟宜農事實上我們有幾些共通朋友，但真正認識是透過這齣戲。第一天碰面就要練打，帶著帽子的她看不出任何表情，拍攝第一天也是酷酷的她，坐在一邊看劇本聽音樂，看起來惜字如金的她，卻在真正認識後我們才好好的聊了起來（而且她是個很會開導摩羯座的人🙏🏻）

2、第二集的酒店場景，紅衣服的酒店小姐是彩蛋，她是我們劇組的副導～厲害吧，演完戲還要馬上轉換身分訊問各組有沒有問題，只能說現在的幕後工作人員都能力超群。

3、同樣在第二集被沈金發攻擊的柯太太是個氣勢很強的臨演，她說來演戲只是好玩，主業是個常跑國外工作的大姐，遇到這樣的人總覺得太神奇了，透過拍攝也能碰見很多好玩的人。
#魂囚西門
每週六21:00公視",699,25,0,3,11,0,0
2612,100044175532205,2290657331212023,"我在《俗女養成記》
得到《誰先愛上他的》的愛❤
今天是徐譽庭姐姐古巴三明治，前幾天是呂蒔媛姐姐透心涼飲品
#俗女養成記 #誰先愛上他的
#得到江鵝小姐拍照閉眼的真傳",677,35,0,26,4,0,0
2613,100044175532205,2287427548201668,"#魂囚西門 終於要首播惹
2/16 晚上9:00 大家記得追好追滿啊～
老蕭一直羨慕盈萱的角色 因為____ #不能劇透
#星光閃閃的卡司群 #期待🤩 by 小幫手",1046,70,0,3,10,0,0
2614,100044175532205,2286341498310273,"開工了嗎？
跳一曲吧💃🏻
為自己也為所有過勞的工作者",333,27,0,66,0,0,0
2615,100044175532205,2286341498310273,"開工了嗎？
跳一曲吧💃🏻
為自己也為所有過勞的工作者",333,27,0,66,0,0,0
2616,100044175532205,2285747691702987,"開工日遇到兩大巨頭來對戲～
開心之餘就只能跪著演戲
新的一年，期待大家都好，平安健康快樂很重要！！
#俗女養成記",814,45,0,1,2,0,0
2617,100044175532205,2280955802182176,"對於所有的醫療人員和志工夥伴致上最高的敬意，謝謝你們在如此艱辛的工作上付出的努力。
新的一年互道恭喜的時刻，也為無法回家的英雄英雌們，說聲「謝謝，辛苦了」❤
#感謝導演榮士翬",467,47,0,0,0,0,0
2618,100044175532205,2279099685701121,"從台南奔回台北，收到我等待的唐老師❤
#被療癒了 #跪著拿筆出來開始劃重點
#請忽視我奔波的頭髮
唐綺陽占星幫",683,47,0,18,2,0,0
2619,100044175532205,2278528895758200,祝大家新年快樂🎉,572,91,0,35,4,0,0
2620,100044175532205,2277252905885799,"有阿達跟康康⋯⋯
這絕對不是正經的國家劇院導覽🤷🏻‍♀️
但必須說，出入戲劇院幾年，我還是摸不透它深不可測的後台路線，完全懷疑有外人未知的秘密通道～
#就老實承認自己是路痴吧
#聽說週六導覽前的下午還有小事製作在劇院舞蹈battle
小事製作 Les Petites Choses Production",329,8,0,44,3,0,0
2621,100044175532205,2274910419453381,"這是一次很具成長的拍攝經驗，在過程中和導演互相摸索，我們溝通表演和彼此腦袋裡的畫面，然後找到共通的表達語彙～
即便我後面越演越歪，開始想辦法調戲鄭宜農的角色（？！）她都願意讓我嘗試（雖然我不確定有沒有被剪掉🤣）
心理學本科的她，還真是非常適合且擅長拍攝這樣驚悚類型的題材。
感謝能夠有機會參與這次的製作，給了我不一樣觀察自己的方式，謝謝臥虎藏龍的團隊，我們的副導演還下場客串了酒店場景裡面的小姐一枚😆
2/16 21:00 #魂囚西門 #公視 #MOD",525,43,0,0,10,0,0
2622,100044175532205,2274336716177418,"一起編劇、一起導演、一起主演❤
一個一起創作的團隊，邀請大家和家人一起過年。
誰先愛上他的 #二月一號在NETFLIX
#最近兩位導演攜手新的MV看了嗎
#袁詠琳終於勇敢了哭瞎我👇🏻
https://youtu.be/cquR2R7uWbM",1332,105,0,0,8,0,0
2623,100044175532205,2273020609642362,"很久沒有好好喝一杯～
很高興透過這一杯認識了讓人好奇的馬力歐（太有腦袋也太有趣的一個人）🍻
謝謝AHA saloon好喝又回味不已的調酒
#津津叭噗
#真的沒想到聊這麼久😆
The News Lens 關鍵評論網",494,23,0,0,0,0,0
2624,100044175532205,2260855634192193,"2019年的第三天，有著遲來的感謝～
謝謝四年來舊東家白雪演藝的照顧和幫助，謝謝Peggy 、雅惠姐、可尚導演、巧虎、熊妹、子瑄、洋禹片，辛苦大家這一路來的操持。1460個日子，從富錦街開始的緣份不是終點，而是彼此展開另一階段人生祝福的開始。
接下來新的一年，將會與川哥天地合娛樂製作公司開啟新的合作，未來工作事宜請聯繫大大哥
victor0829@gmail.com
0920-380-608
回望過去，生活歷經各種不同的改變，不變的是那個走上表演之路，不分內外，不分大小，想做好一個表演工作者最初最純然的心。祈願大家在2019年和未來的每個日子，平安喜樂健康。

（照片2015，歐洲第一遊）",1687,134,0,0,13,0,0
2625,100044175532205,2254492868161803,"祝大家聖誕快樂🎄🎁
#她是親愛的工作室巴娜娜小姐",449,46,0,38,0,0,0
2626,100044175532205,2252536391690784,"操偶在表演藝術上是另一個學問，難度高且需要技術恆常的練習。
台灣有不少團隊也在進行不同的操偶作品，偶戲不只是屬於兒童的，許多偶戲是只適合大人觀賞的。
就像小丑常常也給人是屬於孩子的錯覺。
#半身偶 #感謝劇場友人分享",682,38,0,0,33,0,0
2627,100044175532205,2250471381897285,"《班恩回家》導演，攝影，音效，劇本，演員缺一不可。
電影開場該是充滿希望的聖誕節日，該是歡慶著全家團聚的日子，卻在離家許久的兒子突然造訪後，潘朵拉的盒子因此重新被開啟。
誘惑只是子題，在一段24小時的故事中，從回家到離家，到一一去觸及過往的記憶，幾乎代換了人的一生面臨太多難以言喻的掙扎，無形有形，看似幻影卻充滿千瘡百孔的傷痕～
母親和兒子，母親和女兒，""愛""在劇中有太多的面向，毒品的隱晦寓意根本把所謂""愛""從人心發芽的樣貌，書寫出了各種黑白不明的形狀，對兒子來說那是拯救人的種子，但也許對他人來說卻是充滿毒液的果實。
觀眾席的人們，無法插手任何一件事情的發生，即使看見如溺水般載浮載沉的痛苦，即使預見站在十字路口卻踏錯步伐的唏噓，但那都是成人之後太過了解的共感，對於黑暗的，光明的，都曾經歷的抉擇。
《班恩回家》面對的""家""定義不只是房子，「回家」的居所，所需要的是溫柔的支持，和那個即使無法明白，都願意以愛去承載的堅定強大的心，即使那是人的心，不是神的。
#感謝采昌國際的邀請
#班恩回家非常推薦
#明天21號盛大上映",686,34,0,0,5,1,0
2628,100044175532205,2249873415290415,"拍攝MV之前，正處於如火如荼焦頭爛額，雖說我跟晏如導演都是夜行人，但那段極度需要補充睡眠的凌晨，常常簡訊鈴聲響滿整個夜晚，起床看見的是接近二十多個訊息，跟MV的行前功課有關～
某日語重心長的跟她告知近期不適合凌晨傳訊，她帶著她慣有的嬌笑「唉啊，急著想跟妳分享嘛」而我腦袋只想著「瘋女人，可以放過我嗎⋯」
然後乖乖的看完她寄給我總加起來大大小小約莫一百個功課（我誇張了嗎，告訴你，我沒有）。
拍攝當天她仍然沒有丟失一貫的態度，在一堆分鏡當中，她用準確的拍數在計算每顆鏡頭和我的每個動作，我對她說「我沒看過MV音樂是用拍對白的概念來拍⋯」（也有可能我拍MV的經驗真的不多）她再次嬌笑「哎呀～沒有啦就%@%$#」然而事實上，她確切說了什麼我也不在意了，我心裡只想著「果然是瘋女人⋯⋯」
但我怎麼就這麼喜歡這樣的瘋女人～～
從她身上看到對每個細節的不輕易妥協，於此的執著也證明對於創作和專業她是多麼的在乎，每天反覆的聽著呂薔的《灰燼》，一有時間就是不斷的推翻概念，再重建更適合歌曲想表達的意境和氛圍。
感謝當天的團隊，用信念堅持完成了這麼好玩的作品，感謝Avex，特別感謝Avex 凱哥的了解，感謝小宇的創作，感謝呂薔唱出的《灰燼》，做功課的過程已經背下了這首打入心臟的歌曲，《灰燼》對我來說充滿新鮮和豐富的能量。

https://www.facebook.com/111109265701551/posts/1655560131256449/",958,55,0,17,2,0,0
2629,100044175532205,2248614915416265,"影展最後一哩路～
感謝這《誰先愛上他的》帶我進行了一場如夢似幻無法想像的人生經歷。
不同的地方看見不同的世界，謝謝親愛的工作室，謝謝兩位導演，謝謝三玲姐，謝謝影展的每位辛苦的幕後英雄。

感謝服裝/#浪凡 #Lanvin
感謝照片拍攝/三玲姐",415,29,0,0,0,0,0
2630,100044175532205,2248610085416748,"《誰先愛上他的》在澳門
#澳門國際影展暨頒獎典禮 #IFFAM
#看過戲了嗎（招手）",280,8,0,0,0,0,0
2631,100044175532205,2245926922351731,"朱宏章老師的書單，也包括他的新書《演員筆記30篇》談觀念談表演。
永遠充滿正能量的他，說起表演也能夠用更客觀超然的角度在看待這個職業，很喜歡每次與他聊天，總是能夠從中得到不一樣的啟發。
https://youtu.be/J6e53Dwp2JU",250,12,0,0,1,0,0
2632,100044175532205,2244472085830548,"布拉瑞揚來看《#誰先愛上他的》，我才要哭呢！！
#我從小聽到大的傳奇舞者編舞者
#進戲院進戲院進戲院
#親愛的工作室",592,51,0,2,6,0,0
2633,100044175532205,2243200565957700,"覺得這封信超級過份的😭😭
看過電影再看這篇完全淚崩
#誰先愛上他的 #宋正遠給兒子的信",1162,92,0,0,0,161,0
2634,100044175532205,2243019105975846,"第29屆新加坡國際電影節
29th Singapore International Film Festival - SGIFF

感謝浪凡美美的西裝～服妖者，男穿女服，女穿男服～阿～～小編離題了~~反正就是完全覺得盈萱又帥又美又驚豔～
誰先愛上他的，你愛我愛大家愛，大家都愛盈萱啦！

相關露出報導：
https://www.cna.com.tw/news/video/4332215.aspx

https://www.google.com.tw/amp/s/www.zaobao.com.sg/zentertainment/movies-and-tv/story20181203-912839%3famp

https://www.facebook.com/105865799480894/posts/2074451142622340/

https://www.google.com.tw/amp/s/www.zaobao.com.sg/zentertainment/movies-and-tv/story20181204-912988%3famp

https://m.facebook.com/shinmindailynewsxinmingribao/posts/1991317767593459

https://iweekly.toggle.sg/zh/i-weekly/i-entertainment/sgiff-dear-ex-10989618#slideshow-1

再次感謝每次幫忙的每一位，謝謝！

西裝提供/ LANVIN

By 小編",1596,135,0,2,1,0,0
2635,100044175532205,2241813719429718,"我的表演主修老師與我的表演啟蒙學校。
有時候，「念舊」這個詞彙放在我身上，代表的是那個地方或那個人對你的生命歷程開啟正面的重大影響。
戲劇系連接音樂系舞蹈系直達美術系的藝術大道，是我第一次確實的感受到所謂「歸屬」是什麼感覺的地方，那是類似直覺的召喚，知道自己屬於這裡。那日的應考，隻身前往，已經習慣凡事自己張羅的性格，比較起全家大小的出動，我更喜歡單獨行動來得機靈有效率。白天的綿綿細雨，所有結束考試的學生與我同步步向藝術大道的一頭，走入茫茫未知的未來，我們都有夢，但這個夢也是考驗，考驗這條路的孤獨，考驗對孤獨的耐受力。
直到現在，老師們的表演筆記猶言在耳，每個角色的主動機、每次出場前設定的背景環境、每句台詞的淺層底層意義，他們教導了我成為演員，但在演員之外的生活，得依靠歲月手把手的教導。
20年的台北客生活，更像我的家鄉，在我長成的過程，將我豐沛灌溉成為我慢慢想成為的模樣。

2018/12/5
台北藝術大學戲劇系與林如萍學姊/老師（我要她拍一張沒有其他人的照片給我，她說狗兒應該不算⋯⋯⋯好吧，您是老師，您說了算🙇🏻‍♀️🤷🏻‍♀️）
#感謝助教林祐聖立板手繪😭",1665,281,0,33,1,1,0
2636,100044175532205,2238631956414561,"你會發現當好好討論平等權益的時候，似乎許多問題將會迎刃而解。
男女權利，性別性向的多元，階級高低，身分以及性別的尊重，乃至於將這樣的尊重推廣至族群、地域，種族～
平等不是打壓或強制對方成為跟自己一樣的群眾，而是欣賞每個主體的特性，彼此良性對談從而理解，這才是令人嚮往的平等。
非常木蘭 x #共學媽媽 x #強尼夢蘭嬌",1835,175,0,0,0,0,0
2637,100044175532205,2238237493120674,"其實這是金鐘與北影時期的訪問，感謝壹特報團隊又特別剪輯出三段新的系列，一開始緊張，但非常謝謝訪問者淳予的懂我和站著攝影三個小時沒坐下，一邊檢查鏡頭一邊聆聽給出笑聲鼓勵我的孔顧哥。
由此發現我怎麼那麼庸俗啦！！一直在講報名費3600，買房子，大樂透⋯才驚覺原來我跟劉三蓮還是有共同點😂
沒看過電影的朋友就不知道我在說什麼了～快進戲院啊！！
可以從文章底下的第一篇開始，就會發現我如何把話題越聊越歪👇🏻
https://www.nextmag.com.tw/realtimenews/news/454282
#謝謝熱血的壹特報團隊
#感謝勸退我的老師要我堅持表演路
誰先愛上他的持續上映",2553,161,0,150,2,0,0
2638,100044175532205,2237549699856120,"早在典禮結束後兩天完成的，終於現在可以把它補上，對於在台上來不及說的請給我機會盡情的說完（以下字很多，累死你們🤣）～
「去年的夏天八月直到今年的十一月，還真無法想像這一切的變化速度之快。
從拍攝到第一次看剪輯版本，到最終上映版，入圍北影，到電影上映，跑起宣傳，一項項影展，走到17號金馬～
一部片子幾乎把我人生很多沒有經歷的事情一件件蘸過一遍。
該謝謝的人是譽庭姐和許智彥導演，蒔媛姐，雷姐，萬芳姐，麗音姐，美秀姐，英宏，三玲姐，親愛的工作室瑋翎姐，八芬姐，婉榕，鄭均，亮鈞，電影所有幕後和後製的工作夥伴。給片子很多幫助和鼓勵的華納石總，華納所有團隊，第一版給予意見的所有前輩。
感謝最厲害的對手男主角邱澤，還有被我在戲裡怒打仍專業真摯的山哥，和令人愛不釋手的聖球❤❤
感謝經紀人Peggy 和洋禹勞心勞力的一路陪伴，處理應變大小事務。
表演在道途的維度上是沒有優劣的比較，當我們能夠透過一個平台來進行不同方式的對談，主意不是為了選出勝負，而是能讓大家更多的討論形式不同的表演者或各項不同的專業交流。
謝謝辛苦的評審們，謝謝陶子姐在這個夜晚豐富流暢又溫暖的主持，謝謝大家的祝福，特別辛苦所有媒體朋友，每次的典禮你們都要跟著團隊奔波勞累，敲擊那個無法離身的鍵盤（其實還有麥克風和重得不得了的攝像儀器）。
獎座回到它本就該回去的地方，我也要挪移回該繼續運行的軌道，沒有改變。
電影還在持續上映，非常希望大家找時間進戲院，一起感受這段故事，一起哭，一起笑，一起理解它想傳達的意義。」
#許智彥導演你真的超級棒而我該死的漏了感謝你 #恭喜香港亞洲電影節勇奪最佳新導演
誰先愛上他的 親愛的工作室 華納兄弟台灣粉絲俱樂部",961,140,0,1,2,0,0
2639,100044175532205,2236300389981051,"許智彥導演正在忙碌的時候，我們在幹嘛呢？🤷🏻‍♀️
徐譽庭導演「我們也是有五年的舞蹈基礎」
#李英宏愛上你拍攝幕後
#在旅館拍片好處就是有大床可以滾
#萬芳姐譽庭姐美秀姐好友誼
誰先愛上他的 親愛的工作室",391,15,0,58,0,0,0
2640,100044175532205,2235652003379223,"恭喜兩位導演贏得 #香港亞洲電影節 新導演獎！！所有的訪問和QA座談，都是希望這部片所探討的愛與溫暖能夠被好好討論。感謝這趟旅程，也感謝電影節所有專業工作夥伴的照顧🙏🏻❤期待未來再相聚的一刻！！
感謝服裝提供 #Lanvin #浪凡
誰先愛上他的 持續熱映中
親愛的工作室
香港亞洲電影節 Hong Kong Asian Film Festival #HKAFF
https://www.facebook.com/214419305722733/posts/510306956133965/",890,61,0,0,2,0,0
2641,100044175532205,2234564006821356,"給所有的同志朋友～
我充滿感謝這個世界因為你們而有了無比豐富的色彩，感謝你們讓我學會「愛」和「了解」的無限可能。拜託請不要放棄，不要沮喪，我想同你們一起繼續努力，一起邁向消融誤解和歧視的未來前進。（緊緊擁抱）🌈🌈🌈🙏🏻🙏🏻

https://tapcpr.neticrm.tw/civicrm/contribute/transact?reset=1&id=2",4723,514,0,1,3,168,0
2642,100044175532205,2233547643589659,看看，然後記得明天～～🙏🏻❤,1435,225,0,0,1,14,0
2643,100044175532205,2230997923844631,"金馬55 Golden Horse Awards 55
謝謝每一位在背後幫助過盈萱的您們。
小編在這除了感謝，還是感謝。（90度鞠躬 ）

Makeup/楊硯婷 ＃Yenting
Hair/ Driven.By Renee ＃DrivenBy
Hair assistant /Driven.By Jae
Jewelry /HEARTS ON FIRE Lenna
Dress / 林薇 #Linweibrand
Stylist/ 麟翔哥

＃誰先愛上他的
#要去電影院支持誰先愛上他的呦!
#已有進電影院十刷的朋友～謝謝！謝謝！
#希望有人可以刷破紀錄～～

By 小編",4128,598,0,3,4,0,0
2644,100044175532205,2229802097297547,https://www.facebook.com/147042976179/posts/10156925864646180/,2240,299,0,3,4,1,0
2645,100044175532205,2229498917327865,"明天（今天）金馬55，感謝走到現在的所有，感謝這部電影。
感謝所有隨時在需要的時候伸手幫助的人，感謝經紀人Peggy 和經紀助理洋芋片，在不間斷來臨的大小事務，努力幫助我一件件處理。
今夜金馬入圍酒會是我人生的第一次，跟著這個有愛的團隊無比幸福。
#親愛的工作室 #誰先愛上他的
#金馬55 #金馬入圍酒會
服裝/#LANVIN
珠寶/#Piaget
化妝/楊硯婷
髮型/Driven.By. Renee",3681,355,0,1,4,0,0
2646,100044175532205,2227342274210196,"李安導演來了來了來了～～～～
無法掩飾裂開的嘴角
#我才不管有沒有人理我我就是要存檔
#誰先愛上他的 #金馬紅毯之夜
服裝黃淑琦服飾-安和門市
髮Driven.By. Ken
妝美少女工作室 上綺",524,27,0,17,2,0,0
2647,100044175532205,2225006891110401,"一萬年是多久呢？
大概是錯過了這部電影之後每天都感覺像一萬年@@
#活動來了詳見臉書IG官網
#感謝大家票房第一🥇🎉
#誰先愛上他的 #親愛的工作室 #華納兄弟",538,36,0,10,0,0,0
2648,100044175532205,2223982014546222,"每次看到兩位你來我往的火力都會瘋狂大笑，很惜英雄的訪問，也說出了片子在開始之初的困難過程，感謝一切都順利走到這裡。
#呂蒔媛 #徐譽庭 #誰先愛上他的 #親愛的工作室 #華納兄弟
#金馬55聞老師溫文儒雅的訪問
#第一集幸福城市也好精彩",490,35,0,5,0,0,0
2649,100044175532205,2223399517937805,"兩位導演譽庭姐許智彥和男主角邱澤分別去美國跟多倫多爭光了，那麼我們在這裡要幹嘛⋯⋯🤔

當然約看電影去啊👭👫👬💃🏻🕺🏻
#一起花襯衫一起起鯊魚夾
#拿吉他去戲院也可以合唱峇里島
#誰先愛上他的",669,61,0,11,0,0,0
2650,100044175532205,2222829384661485,"不去觸碰的逃避不代表不存在～
來聽故事，來看故事，然後了解故事。
如果你喜歡，如果你還沒看，請帶朋友家人進戲院一起感受吧
《#誰先愛上他的》正在上映中",1589,130,0,1,0,6,0
2651,100044175532205,2222829384661485,"不去觸碰的逃避不代表不存在～
來聽故事，來看故事，然後了解故事。
如果你喜歡，如果你還沒看，請帶朋友家人進戲院一起感受吧
《#誰先愛上他的》正在上映中",1589,130,0,1,0,6,0
2652,100044175532205,2221463074798116,"昨日上映《#誰先愛上他的》，跟同在上映的《#幸福城市》何導與劇組碰了面，高雄衛武營朱芷瑩已經連續進行16個小時《#TheSecondWoman》互動演出，《#退休教授和戲班子》在淡水雲門開演，太晚才閱讀的李維菁《#生活是甜蜜》捨不得的要邁向最終三篇。
創作以各樣的身分在各地角落，每個人都在持續運轉工作和不可丟失的目標與生活。
希望觀眾們都能從作品中得到力量，希望每部作品都票房長紅。",526,38,0,0,2,0,0
2653,100044175532205,2220935591517531,"🤣🤣🤣
#右手邊肌肉滿點的陶子姐很罩
#whymomoko",469,7,0,127,3,0,0
2654,100044175532205,2220394331571657,"聽說是明天上映
在此之前先來趟峇里島
希望你能愛上這部電影
#誰先愛上他的 #李英宏",480,32,0,2,0,0,0
2655,100044175532205,2220337621577328,美好的午後，謝謝美麗佳人團隊。慢慢說，慢慢想，慢慢反芻，慢慢咀嚼～,1107,89,0,2,0,0,0
2656,100044175532205,2219373631673727,"沒趕上直播的朋友們（招手）
趁此跟《誰先愛上他的》編劇之一蒔媛姐道歉，她一直躺著中槍🤣",422,28,0,20,1,0,0
2657,100044175532205,2219082481702842,"上映記者會前一天跨夜工作，回到家馬上整理出門前往，這是另一波新的體驗，值得記錄下來👏🏻❤也想告訴大家整個團隊夥伴都很努力的要傳達這部片的理念啊！！11/2上映，請一起進戲院來吧
#感謝當天所有的媒體朋友
#誰先愛上他的
Stylist/J styling
Makeup/ 美少女工作室 上綺
Hair / Driven.By. Renee
Dress/ Shopbop",463,40,0,0,3,0,0
2658,100044175532205,2218226868455070,K導第三部，這次不開玩笑，是一句句感謝🙏🏻,345,29,0,19,2,0,0
2659,100044175532205,2217120635232360,"何蔚庭導演的暴力美學我完全買單。
大概一直對何導有種「誤解」，上次的合作是在多年前，除了工作場合見他坐鎮現場，不是那種懾人的威嚴卻擁有掌控巨大團隊的穩定能力，私下聊天充滿正向與陽光的笑容，這些印象大概在片子播映的十五分鐘之後，我卻怎樣也無法把記憶中的那個氣質溫和的他與作品的晦闇力量做任何連結～
但也是這部片的鮮明著力點，讓我幾乎在很快的時間踏入他指引的世界，像是一邊窺探一邊被輕拍背部奸巧輕笑我對他的誤讀～
劇中用一個人一生的三個過程拍出一場接近兩個小時的故事。除了戲劇線本身的書寫是吸引人的，最後讓人讚嘆的居然不只故事的主體，而是導演創造出屬於他的暴力美學，我說的不是仿製韓式或美式的那種二流贗品，而是絕對的何式風格從屏幕裡把疼痛的張力誠實的砸進你的腦袋，然後被這些畫面鏡頭節奏還有總在對的時間流淌出的音樂，一件件砸的天昏地暗，再一口口反噬。
電影（戲劇），千百萬人想從中擷取的就有千百萬種。說是《幸福城市》，他還真是透過螢幕描述出了一個屬於他的街廓和某部分被粉碎的靈魂。
但「幸福」嗎？一樣，他仍是輕拍著我的背部，像躲貓貓的遊戲，你以為自己可以安然的躲在觀眾席，但他卻在某一刻無聲無息的出現在你面前，奸巧的輕笑並眨著眼說：「抓到你了。」
幸福城市 Cities of Last Things
#正在上映
#演員都是一時之選啊👏🏻👏🏻
#感謝親愛的工作室讓我看到一齣好戲",351,14,0,0,3,0,0
2660,100044175532205,2212333905711033,"感謝明潮認真細緻的專訪，而且把累爆的我拍得好有活力💪🏻❤🤣
#當天很晚都還在趕稿辛苦了",676,49,0,0,0,0,0
2661,100044175532205,2211262752484815,"昨日女性影展閉幕，謝謝知性又感性的策展人珮嘉姐和所有女影夥伴與觀眾，這次能夠成為其中小小的一份子無比榮幸❤
#台灣國際女性影展
#突然發現第一排的朋友熟面孔好多😂
服裝/douchanglee
化妝/美少女工作室上綺 髮型/Driven.By
Evol",443,23,0,3,0,0,0
2662,100044175532205,2210343199243437,"雖然說過了時間，但真的感謝堅強的訪問團隊。當天花了一整個下午約三個小時，居然可以總結出如此精煉的文字和影片。
金鐘過後，感謝評審，恭喜所有得獎者，我繼續努力，期待和更多創作者一起完成動人的故事。",1240,72,0,0,2,0,0
2663,100044175532205,2209815705962853,"10/6結束金鐘參加完酒會整理行李直奔機場，10/7到達釜山，36小時未眠是得好好紀錄一下。人生可以這麼來一回，也是豐富的禮讚。（我們不是只有吃吃喝喝啊）

以下有蘋果記者朋友的影音檔👇🏻
https://tw.news.appledaily.com/new/realtime/20181008/1443651/

#服裝提供SunYuHong #鞋子JimmyChoo
#造型Jstyling",509,22,0,0,0,0,0
2664,100044175532205,2209797219298035,"夜深人靜，來點音樂吧～
#李英宏 的作品有一種催生夜行人的魔力，捨不得入睡直直撞到心臟裡。
#萬芳姐的聲音真的千變萬化啊啊啊
#平易近人的美秀姐是MV編舞喔 #神搭檔
#誰先愛上他的電影配樂",485,38,0,0,4,0,0
2665,100044175532205,2209614055983018,"謝謝女人迷，讓我這個圖像邏輯勝於文字的人種，在每次的長段訪問中釐清思考脈絡，磕磕頓頓的回覆中被整理出這麼有章法的文字～受訪對我來說很難，但要能了解受訪者的語意，就是全靠訪問者的功力。再次感謝女人迷的用心。
#台灣國際女性影展
#女人迷",2084,144,0,0,1,0,0
2666,100044175532205,2209246486019775,"一個下午，塞車塞得七暈八素，但非常感謝大家都努力幫忙，讓訪問順利進行。
生活的歷練來自人生每刻觀察，在傷害和被傷害之間，在犯錯和修正之後，長大不容易，長大很辛苦，然後接受道歉和開口致歉。撒開來看生命的長度，想像一個歲數來作為理想的終結，減去現在的年紀，放遠來看也算能了解，人生為的不是走到盡頭，而是在走到盡頭前，我們學會了什麼。

https://igirl.turnnewsapp.com/movieanime/tw/272945

https://igirl.turnnewsapp.com/movieanime/tw/272910",1018,54,0,0,0,0,0
2667,100044175532205,2209035212707569,"#台灣國際女性影展 超實用周邊商品！！
（實用對摩羯座來說很重要😤）",496,44,0,6,1,0,0
2668,100044175532205,2208735076070916,"請幫幫三蓮一個忙讓它送完吧🙏🏻🙏🏻
#明明用男主角的臉會銷售比較好
#這不是讓我難看嗎（抓肩搖晃）
#誰先愛上他的 #親愛的工作室",205,12,0,28,1,0,0
